Date,Symbols,Close,High,Low,Open,Volume
2023-08-30,SNAP,10.12,10.17,9.75,9.82,30608907
2023-08-29,BABA,94.03,94.095,92.34,93.45,16927977
2023-08-29,ETSY,74.4,74.835,71.28,71.88,2005423
2023-08-29,SWK,93.34,93.54,90.72,90.96,836686
2023-08-29,APPN,48.02,48.495,46.22,46.56,235253
2023-08-29,W,66.25,67.66,63.4,63.83,4014019
2023-08-29,SNAP,9.89,9.9,9.425,9.48,18276490
2023-08-28,BABA,92.24,92.77,91.29,91.5,14613754
2023-08-28,ETSY,72.24,73.28,71.93,72.74,1840034
2023-08-28,SWK,90.93,91.27,89.87,89.87,748139
2023-08-28,APPN,46.77,47.85,46.67,47.06,203358
2023-08-28,W,63.79,66.02,63.67,65.68,2265810
2023-08-28,SNAP,9.45,9.55,9.325,9.34,11979105
2023-08-25,BABA,89.82,90.04,88.27,89.25,11382199
2023-08-25,ETSY,72.31,73.84,71.77,72.38,2584672
2023-08-25,SWK,89.22,90.5,87.9,90.14,972993
2023-08-25,APPN,46.78,47.1,45.62,45.82,134449
2023-08-25,W,65.19,67.23,63.84,66.67,2368066
2023-08-25,SNAP,9.25,9.41,9.0,9.39,19434876
2023-08-24,BABA,89.11,90.92,89.04,90.49,10684541
2023-08-24,ETSY,71.62,72.99,71.59,72.88,2979881
2023-08-24,SWK,89.41,91.18,89.35,90.74,798043
2023-08-24,APPN,45.74,47.94,45.6,47.54,216790
2023-08-24,W,65.96,67.735,64.29,67.56,2731801
2023-08-24,SNAP,9.37,9.46,9.0603,9.38,20443889
2023-08-23,BABA,89.84,90.59,88.31,88.37,12185729
2023-08-23,ETSY,73.08,74.59,72.99,74.59,2637479
2023-08-23,SWK,91.24,91.5,89.42,89.83,811393
2023-08-23,APPN,47.3,47.59,46.33,46.41,132751
2023-08-23,W,67.41,68.5,65.0,65.05,3478969
2023-08-23,SNAP,9.24,9.33,9.19,9.19,10358941
2023-08-22,BABA,88.08,89.49,87.86,89.28,11611582
2023-08-22,ETSY,73.48,74.14,72.4,73.48,2482148
2023-08-22,SWK,89.46,90.7299,88.82,90.01,1403541
2023-08-22,APPN,46.26,46.86,46.0,46.27,142341
2023-08-22,W,65.31,71.19,65.26,70.71,3223581
2023-08-22,SNAP,9.25,9.47,9.19,9.41,14963599
2023-08-21,BABA,88.57,88.82,87.22,87.6,14167291
2023-08-21,ETSY,73.32,75.06,73.05,73.91,2746221
2023-08-21,SWK,89.65,91.45,88.8,90.86,1590053
2023-08-21,APPN,45.74,46.85,45.49,45.89,152716
2023-08-21,W,70.0,71.6,68.16,70.07,3036646
2023-08-21,SNAP,9.36,9.39,9.14,9.24,13634027
2023-08-18,BABA,88.03,88.36,86.86,87.78,20424821
2023-08-18,ETSY,73.78,74.62,72.565,73.33,3264125
2023-08-18,SWK,89.72,90.92,89.01,89.22,1625800
2023-08-18,APPN,45.74,46.11,43.81,44.07,185651
2023-08-18,W,70.44,70.72,68.36,68.84,2906122
2023-08-18,SNAP,9.18,9.185,8.86,8.91,14782275
2023-08-17,BABA,90.65,91.95,90.26,91.94,15732323
2023-08-17,ETSY,74.97,76.96,74.0,74.0,3836061
2023-08-17,SWK,89.49,92.24,89.4,91.98,1717963
2023-08-17,APPN,44.97,46.13,44.56,45.76,238952
2023-08-17,W,70.17,74.88,69.76,74.25,4200401
2023-08-17,SNAP,9.04,9.28,9.03,9.17,20527935
2023-08-16,BABA,89.12,90.5,88.29,89.63,23292415
2023-08-16,ETSY,73.95,76.26,73.87,75.14,2827760
2023-08-16,SWK,91.43,93.32,91.21,92.85,909713
2023-08-16,APPN,45.9,47.6999,45.8,47.59,240873
2023-08-16,W,74.02,76.67,73.86,76.55,2362179
2023-08-16,SNAP,9.16,9.59,9.15,9.51,30289454
2023-08-15,BABA,91.59,93.01,90.7446,93.0,14756289
2023-08-15,ETSY,75.86,78.12,75.68,78.12,3615170
2023-08-15,SWK,93.02,93.84,92.69,93.33,737567
2023-08-15,APPN,47.7,48.25,47.39,48.05,183924
2023-08-15,W,76.81,78.65,75.31,77.49,2356362
2023-08-15,SNAP,9.56,9.9,9.5,9.86,21223075
2023-08-14,BABA,93.46,94.45,92.53,94.24,17580971
2023-08-14,ETSY,79.3,79.47,76.02,76.02,3522125
2023-08-14,SWK,94.04,94.3,93.02,93.76,922572
2023-08-14,APPN,48.41,48.47,47.05,47.55,137703
2023-08-14,W,78.36,78.73,73.79,75.0,4715793
2023-08-14,SNAP,9.94,9.99,9.81,9.99,23922108
2023-08-11,BABA,95.72,97.65,94.34,97.34,25222754
2023-08-11,ETSY,76.64,78.4,76.02,77.63,2956644
2023-08-11,SWK,94.3,95.075,92.9,93.65,1288473
2023-08-11,APPN,47.96,48.0,46.956,47.07,134524
2023-08-11,W,75.0,75.32,71.22,74.5,4353531
2023-08-11,SNAP,10.03,10.23,10.02,10.1,16037001
2023-08-10,BABA,99.21,101.84,97.12,98.31,53193104
2023-08-10,ETSY,78.21,81.29,77.91,80.5,4038586
2023-08-10,SWK,95.32,98.18,94.97,97.22,1188646
2023-08-10,APPN,47.67,49.68,46.81,48.47,235896
2023-08-10,W,72.85,77.485,72.42,76.51,4113961
2023-08-10,SNAP,10.22,10.7,10.21,10.6,15646230
2023-08-09,BABA,94.85,96.3,94.08,96.025,18640070
2023-08-09,ETSY,79.87,82.754,79.625,82.5,3103428
2023-08-09,SWK,96.97,98.45,96.61,97.02,694835
2023-08-09,APPN,47.95,48.555,47.5,48.09,304033
2023-08-09,W,74.67,81.216,74.56,81.03,4356815
2023-08-09,SNAP,10.44,10.58,10.39,10.54,14402031
2023-08-08,BABA,94.22,94.48,92.9218,93.51,13504738
2023-08-08,ETSY,82.5,83.42,80.38,82.93,3313298
2023-08-08,SWK,97.39,97.89,94.64,97.1,1839503
2023-08-08,APPN,48.25,48.38,47.09,47.83,246962
2023-08-08,W,81.76,82.98,80.78,81.815,3457331
2023-08-08,SNAP,10.54,10.595,10.185,10.41,22353018
2023-08-07,BABA,96.56,97.8,95.03,97.78,13893855
2023-08-07,ETSY,84.43,84.755,80.75,82.0,4072738
2023-08-07,SWK,98.75,99.62,98.21,98.55,981861
2023-08-07,APPN,49.02,49.98,47.3201,49.87,265001
2023-08-07,W,83.26,85.82,81.5961,85.5,4154359
2023-08-07,SNAP,10.57,10.795,10.5,10.76,16688217
2023-08-04,BABA,96.9,98.49,96.69,97.735,13477295
2023-08-04,ETSY,81.59,84.8,81.165,84.31,5118779
2023-08-04,SWK,98.45,99.93,98.11,99.72,1022220
2023-08-04,APPN,49.55,50.298,46.25,49.52,621665
2023-08-04,W,83.09,85.92,81.3,85.648,6487033
2023-08-04,SNAP,10.75,11.06,10.72,10.93,19986846
2023-08-03,BABA,97.58,98.49,96.58,96.71,15462655
2023-08-03,ETSY,82.92,89.78,82.48,87.205,11508397
2023-08-03,SWK,99.14,101.085,98.04,100.9,1302443
2023-08-03,APPN,48.22,48.66,47.31,47.73,236751
2023-08-03,W,84.67,90.71,79.15,82.43,24538546
2023-08-03,SNAP,10.79,11.0,10.69,10.9,23740423
2023-08-02,BABA,95.07,97.74,94.56,97.72,19452332
2023-08-02,ETSY,96.07,97.44,94.27,96.5,4054884
2023-08-02,SWK,101.25,103.9,101.03,102.62,1722684
2023-08-02,APPN,48.44,50.5,47.27,50.28,302420
2023-08-02,W,72.89,74.349,71.46,73.45,4305306
2023-08-02,SNAP,10.97,11.22,10.88,10.99,31209438
2023-08-01,BABA,100.1,101.16,99.3,99.87,14418435
2023-08-01,ETSY,98.6,101.8,98.23,100.56,1812131
2023-08-01,SWK,103.98,104.21,96.05,99.99,3600931
2023-08-01,APPN,51.42,51.65,50.6,51.18,159578
2023-08-01,W,75.9,76.81,73.2,76.32,5422199
2023-08-01,SNAP,11.28,11.33,11.04,11.26,19675339
2023-07-31,BABA,102.16,102.5,99.72,99.79,17726466
2023-07-31,ETSY,101.65,102.81,100.17,100.2,2631485
2023-07-31,SWK,99.27,100.57,98.545,99.39,5472738
2023-07-31,APPN,51.52,51.6441,49.9,49.9,221009
2023-07-31,W,77.87,78.11,73.8,75.77,7038087
2023-07-31,SNAP,11.36,11.38,10.66,10.66,37947832
2023-07-28,BABA,100.55,101.22,97.96,98.07,31956520
2023-07-28,ETSY,99.63,100.69,97.7,98.025,2651982
2023-07-28,SWK,99.02,99.78,97.46,99.78,1568828
2023-07-28,APPN,49.76,49.98,48.65,48.65,185969
2023-07-28,W,73.09,74.24,70.485,70.65,3860582
2023-07-28,SNAP,10.68,10.75,10.29,10.3,49135039
2023-07-27,BABA,95.44,97.99,95.1612,97.75,18685523
2023-07-27,ETSY,95.73,98.65,95.4,97.5,2506901
2023-07-27,SWK,98.35,100.485,97.53,98.14,1968642
2023-07-27,APPN,47.52,50.0,47.005,50.0,193359
2023-07-27,W,68.73,71.9799,67.831,70.92,3647742
2023-07-27,SNAP,10.33,10.915,10.1807,10.9,65311796
2023-07-26,BABA,97.14,97.545,94.84,94.95,15833421
2023-07-26,ETSY,96.39,97.56,94.87,94.88,1923619
2023-07-26,SWK,97.15,97.21,95.715,95.85,1802440
2023-07-26,APPN,49.07,49.32,47.95,48.17,234772
2023-07-26,W,68.31,69.73,66.37,68.4,2973616
2023-07-26,SNAP,10.73,10.73,9.99,10.36,137880039
2023-07-25,BABA,94.98,98.49,94.61,98.17,25827317
2023-07-25,ETSY,94.99,97.6,94.5,97.16,2014491
2023-07-25,SWK,96.34,96.68,95.56,96.23,1782648
2023-07-25,APPN,48.59,49.16,48.0,48.29,143815
2023-07-25,W,68.72,71.0,68.23,69.85,3024310
2023-07-25,SNAP,12.51,12.67,12.35,12.52,68993656
2023-07-24,BABA,96.35,97.4686,91.3,92.07,33376076
2023-07-24,ETSY,96.54,97.67,94.5,96.61,2446378
2023-07-24,SWK,96.43,97.7,95.92,97.0,1332012
2023-07-24,APPN,48.13,49.295,47.665,48.89,164204
2023-07-24,W,69.42,73.3,69.18,71.81,2817133
2023-07-24,SNAP,12.68,12.93,12.545,12.86,23715489
2023-07-21,BABA,92.17,93.23,91.54,92.89,13899064
2023-07-21,ETSY,96.74,101.96,96.7161,96.92,5530251
2023-07-21,SWK,97.13,98.05,96.575,97.97,892800
2023-07-21,APPN,48.545,49.66,48.13,49.27,217427
2023-07-21,W,71.02,73.36,70.51,71.55,3493112
2023-07-21,SNAP,12.74,13.06,12.675,13.06,21404268
2023-07-20,BABA,91.9,93.12,91.35,91.69,14752965
2023-07-20,ETSY,93.07,95.05,92.46,94.73,2351471
2023-07-20,SWK,97.59,99.0,96.14,99.0,1046803
2023-07-20,APPN,48.35,51.05,47.94,51.01,241745
2023-07-20,W,70.78,71.69,69.1,71.07,3599746
2023-07-20,SNAP,12.93,13.265,12.83,12.94,20442843
2023-07-19,BABA,92.09,94.71,92.09,93.57,17228055
2023-07-19,ETSY,96.09,97.02,93.6901,93.82,3088499
2023-07-19,SWK,99.07,99.26,97.53,98.71,972213
2023-07-19,APPN,51.35,52.66,50.83,52.0,168097
2023-07-19,W,71.42,73.74,71.11,73.02,3975179
2023-07-19,SNAP,13.11,13.53,13.08,13.43,28630855
2023-07-18,BABA,91.2,92.21,90.15,91.54,20249720
2023-07-18,ETSY,93.33,96.29,93.15,93.515,2077192
2023-07-18,SWK,98.85,99.52,97.24,97.3,1581816
2023-07-18,APPN,51.57,51.86,50.85,51.18,156081
2023-07-18,W,71.45,73.73,71.25,71.84,3349743
2023-07-18,SNAP,13.37,13.51,12.87,13.49,33108106
2023-07-17,BABA,93.41,93.55,91.04,92.25,17317289
2023-07-17,ETSY,93.4,93.67,90.22,91.5,1714936
2023-07-17,SWK,97.23,97.54,95.37,95.94,1110903
2023-07-17,APPN,51.22,51.64,50.195,50.38,150727
2023-07-17,W,70.6,72.13,68.8784,69.51,2914044
2023-07-17,SNAP,13.47,13.64,12.97,13.14,28982265
2023-07-14,BABA,94.56,96.09,94.24,95.22,18897112
2023-07-14,ETSY,92.25,93.24,91.12,92.32,2597984
2023-07-14,SWK,96.34,97.05,95.31,96.76,972814
2023-07-14,APPN,50.46,52.19,49.95,51.65,253880
2023-07-14,W,69.51,73.78,68.46,71.95,5192972
2023-07-14,SNAP,13.15,13.63,13.0,13.49,27022937
2023-07-13,BABA,96.61,97.005,94.6,95.03,24021402
2023-07-13,ETSY,93.15,94.54,92.29,92.85,3045062
2023-07-13,SWK,96.71,97.73,95.61,96.08,1263875
2023-07-13,APPN,51.83,52.5899,50.59,50.59,217824
2023-07-13,W,72.18,72.48,68.99,69.63,5555925
2023-07-13,SNAP,13.51,13.89,13.5,13.58,40065253
2023-07-12,BABA,94.0,95.03,92.55,94.11,24161384
2023-07-12,ETSY,91.5,95.43,91.49,95.27,3060220
2023-07-12,SWK,96.08,99.145,96.06,98.87,1708593
2023-07-12,APPN,50.37,52.13,49.64,52.0,290325
2023-07-12,W,68.84,70.59,67.25,69.49,3870312
2023-07-12,SNAP,13.37,13.62,12.945,13.06,40584310
2023-07-11,BABA,91.79,92.32,89.01,91.02,20768841
2023-07-11,ETSY,93.71,94.82,88.695,88.76,6238155
2023-07-11,SWK,97.22,97.55,93.915,94.29,2198351
2023-07-11,APPN,51.01,51.2564,50.06,50.6,253377
2023-07-11,W,68.0,68.71,65.06,65.32,5834570
2023-07-11,SNAP,12.74,13.08,11.91,11.94,43989798
2023-07-10,BABA,90.56,92.04,89.6,90.05,25401783
2023-07-10,ETSY,85.83,85.86,81.9,82.28,2527151
2023-07-10,SWK,93.67,93.67,89.87,89.99,1377869
2023-07-10,APPN,50.36,50.36,48.12,48.14,265669
2023-07-10,W,65.46,65.69,60.75,61.2,4534470
2023-07-10,SNAP,11.78,11.98,11.655,11.77,20146437
2023-07-07,BABA,90.55,91.57,86.63,86.76,46992145
2023-07-07,ETSY,82.76,83.9299,82.6,83.0,3143370
2023-07-07,SWK,90.18,91.44,88.64,89.28,1414518
2023-07-07,APPN,48.52,49.47,48.02,48.02,291223
2023-07-07,W,61.62,62.05,58.0,58.07,5679366
2023-07-07,SNAP,11.68,12.05,11.64,11.91,24289380
2023-07-06,BABA,83.84,83.95,82.64,83.12,12943666
2023-07-06,ETSY,82.91,83.955,81.96,83.06,2928959
2023-07-06,SWK,89.34,89.71,87.91,89.51,1430071
2023-07-06,APPN,47.76,47.85,46.3,47.7,186289
2023-07-06,W,57.51,62.09,56.46,61.965,9317621
2023-07-06,SNAP,11.91,12.14,11.76,11.97,22906822
2023-07-05,BABA,84.3,84.69,82.82,83.98,11203853
2023-07-05,ETSY,85.15,85.36,82.4,84.89,3321987
2023-07-05,SWK,90.5,91.92,90.29,91.57,1862974
2023-07-05,APPN,48.52,48.98,47.2319,47.61,178257
2023-07-05,W,63.85,67.86,63.21,67.86,6842254
2023-07-05,SNAP,12.12,12.35,11.88,11.91,20616583
2023-07-03,BABA,84.07,85.635,84.0,84.87,11514390
2023-07-03,ETSY,85.4,85.83,83.85,85.25,2194207
2023-07-03,SWK,92.49,93.795,92.05,93.13,947179
2023-07-03,APPN,48.33,48.41,47.27,47.49,95376
2023-07-03,W,68.31,68.36,65.57,65.57,2381530
2023-07-03,SNAP,12.02,12.02,11.84,11.9,8881951
2023-06-30,BABA,83.35,84.23,83.01,83.23,12174290
2023-06-30,ETSY,84.61,86.785,84.21,86.68,3067311
2023-06-30,SWK,93.71,95.6313,93.63,95.28,1652632
2023-06-30,APPN,47.6,48.99,47.44,48.52,185459
2023-06-30,W,65.01,66.29,63.59,65.14,4829623
2023-06-30,SNAP,11.84,12.1,11.75,11.78,23685466
2023-06-29,BABA,83.55,83.99,83.0,83.39,13362547
2023-06-29,ETSY,85.73,87.9499,84.94,87.49,1954462
2023-06-29,SWK,94.61,94.95,91.75,91.85,2119449
2023-06-29,APPN,47.96,48.69,47.5,48.0,165172
2023-06-29,W,62.89,65.14,62.55,62.86,4686851
2023-06-29,SNAP,11.68,12.04,11.58,11.95,23006694
2023-06-28,BABA,84.59,85.75,84.38,85.75,14113822
2023-06-28,ETSY,87.45,88.8772,86.04,87.26,1998577
2023-06-28,SWK,92.12,93.49,91.445,93.2299,1088636
2023-06-28,APPN,48.23,49.09,47.013,47.16,181617
2023-06-28,W,62.5,65.09,62.23,63.2,4259603
2023-06-28,SNAP,11.65,11.7,11.415,11.56,27254998
2023-06-27,BABA,87.13,87.615,86.715,86.82,13994520
2023-06-27,ETSY,87.49,87.85,85.0901,85.15,2525885
2023-06-27,SWK,92.71,93.0,89.17,89.77,1735004
2023-06-27,APPN,47.22,47.71,46.17,46.52,191063
2023-06-27,W,63.77,65.08,59.625,60.04,5768203
2023-06-27,SNAP,11.48,11.62,11.12,11.36,31107056
2023-06-26,BABA,85.47,86.71,85.21,85.32,10808685
2023-06-26,ETSY,84.57,89.65,84.5,88.9899,4037667
2023-06-26,SWK,89.51,89.96,87.56,87.8,1024629
2023-06-26,APPN,46.11,47.92,45.97,47.67,183507
2023-06-26,W,59.47,60.6968,57.02,57.02,4565814
2023-06-26,SNAP,11.21,11.4,10.7,10.73,34008177
2023-06-23,BABA,84.92,85.938,84.37,85.81,14907127
2023-06-23,ETSY,88.93,91.92,88.81,91.28,4755107
2023-06-23,SWK,87.81,88.19,86.11,86.4,1390777
2023-06-23,APPN,47.29,47.795,47.01,47.19,393817
2023-06-23,W,57.34,58.91,55.91,56.9,6130793
2023-06-23,SNAP,10.82,11.15,10.386,10.4,27763588
2023-06-22,BABA,86.89,87.315,85.32,86.78,10272698
2023-06-22,ETSY,92.14,93.845,91.21,93.78,2841793
2023-06-22,SWK,87.2,88.1003,86.3943,88.0,989277
2023-06-22,APPN,48.26,49.55,47.38,48.08,390350
2023-06-22,W,57.09,57.35,54.5201,55.045,3729353
2023-06-22,SNAP,10.64,10.64,10.16,10.17,20672647
2023-06-21,BABA,86.77,89.16,86.62,87.38,15159909
2023-06-21,ETSY,94.63,97.03,93.922,95.66,2982881
2023-06-21,SWK,88.58,90.06,88.31,88.75,1125522
2023-06-21,APPN,48.27,51.96,48.22,51.96,571392
2023-06-21,W,55.37,57.45,54.11,56.53,3806236
2023-06-21,SNAP,10.23,10.62,10.145,10.55,21488116
2023-06-20,BABA,87.93,90.2,87.32,89.83,23382865
2023-06-20,ETSY,96.19,98.0,94.78,95.11,3249148
2023-06-20,SWK,89.38,90.16,88.56,90.01,1687839
2023-06-20,APPN,51.96,52.84,50.7,52.04,370528
2023-06-20,W,56.52,58.0,54.02,55.49,4941470
2023-06-20,SNAP,10.58,10.76,10.38,10.58,21910107
